FULLNAME,GENDERIDENTITY,BIRTHDATE,AGE,SIGNUPDATE,MEMBERSHIPLABEL,MEMBERSHIPCATEGORY,STATUS,BEGINDATE,ENDDATE,AUTORENEW,DROPREASON,INCOMECATEGORY,LASTATTDATE,ATTTOTAL,AUTOPAY,TOTALPAYMENTAMOUNT,TOTALDURATIONDAYS,MEMBERSHIPCOUNT,MEMBERSHIPTYPE
Joshua Conway,Female,03/19/1963,62,06/22/2024,Momentum Membership,Trial,Active,07/15/2025,11/24/2026,No,Health Issues,Starter Bundle,07/15/2025,3,ON,1000,497,3,Gifted
Joanne York,Female,01/13/1955,70,04/10/2024,Flexi Access,Monthly,Trialing,05/10/2025,10/04/2026,Yes,Relocation,Starter Bundle,05/29/2025,3,OFF,4148,512,3,Reactivated
Cynthia Curtis,Other,06/14/1968,57,02/26/2025,Gold Promo,Single Use,Active,03/24/2026,02/22/2028,Yes,Health Issues,Standard Plan,03/24/2026,0,ON,3511,700,6,Upgraded
Alexander Morrow,Female,08/28/1987,37,06/25/2016,Flexi Access,Trial,Active,05/26/2017,08/26/2018,Yes,Lack of Results,Premium Pass,06/13/2021,1,OFF,4147,457,3,Upgraded
Stephanie Allen,Male,10/15/1985,39,09/07/2017,Starter Pass,Annual,Active,07/20/2018,02/10/2020,Yes,Facility Dissatisfaction,Standard Plan,07/10/2023,5,ON,2780,570,5,Gifted
Ryan Pratt,Male,02/28/1966,59,04/12/2017,Momentum Membership,Annual,Suspended,04/17/2018,05/04/2019,Yes,Personal Reasons,Standard Plan,09/06/2020,1,ON,5343,382,7,Renewed
Whitney Green,Female,06/10/1949,76,06/19/2015,Peak Season Promo,Annual,Active,05/29/2016,12/09/2017,Yes,Personal Reasons,Starter Bundle,06/12/2024,2,ON,3877,559,7,Renewed
Elizabeth Coleman,Female,03/12/2003,22,12/15/2016,Flexi Access,Annual,Paused,10/23/2017,07/12/2019,Yes,Financial Constraints,Flexi Tier,09/18/2020,0,OFF,5944,627,4,Upgraded
Stacy Harvey,Male,08/19/1979,45,10/24/2017,Peak Season Promo,Annual,Inactive,08/26/2018,03/23/2020,Yes,Schedule Conflicts,Standard Plan,07/20/2019,0,OFF,1139,575,7,FirstTime
Amber Joseph,Male,10/01/2007,17,01/20/2019,Wellness Bundle,Trial,Active,09/12/2019,05/06/2021,Yes,Health Issues,Standard Plan,11/12/2021,3,ON,3270,602,3,Upgraded
Sara Hurley,Male,07/14/1971,53,02/15/2019,Momentum Membership,Monthly,Active,02/19/2020,02/21/2021,Yes,Health Issues,Premium Pass,01/11/2025,0,ON,2664,368,5,FirstTime
Jeffrey Marshall,Non-binary,10/24/1956,68,11/22/2019,Starter Pass,Trial,Active,06/13/2020,08/13/2022,Yes,Financial Constraints,Standard Plan,03/31/2025,1,ON,2546,791,4,FirstTime
Jesus Castillo,Male,09/27/1952,72,01/12/2023,Peak Season Promo,Annual,Inactive,08/01/2023,11/30/2024,Yes,,Flexi Tier,10/10/2023,0,OFF,897,487,7,Transferred
Steve Martinez,Female,10/13/2006,18,07/21/2017,Peak Season Promo,Monthly,Paused,08/03/2018,05/25/2020,Yes,Financial Constraints,Starter Bundle,10/27/2019,4,ON,620,661,3,Reactivated
Patrick Lewis,Non-binary,11/27/2002,22,04/27/2025,Starter Pass,Monthly,Suspended,12/18/2025,12/30/2027,Yes,Facility Dissatisfaction,Standard Plan,12/18/2025,1,ON,1232,742,5,Reactivated
Cynthia Rose,Female,02/07/2006,19,11/01/2019,Spring Event,Monthly,Guest,11/10/2020,06/08/2022,No,Relocation,Premium Pass,01/31/2021,3,ON,1907,575,5,FirstTime
Alejandro Bowman,Female,09/08/1977,47,01/08/2017,Momentum Membership,Annual,Pending,07/31/2017,01/10/2019,Yes,Financial Constraints,Standard Plan,01/09/2023,2,ON,1160,528,6,Referral
Michael Wilson,Female,07/04/1959,65,01/11/2015,Peak Season Promo,Monthly,Active,01/22/2016,12/27/2016,Yes,Financial Constraints,Standard Plan,04/27/2019,1,ON,4078,340,4,Referral
Michelle Coleman,Female,02/17/1973,52,04/22/2015,Momentum Membership,Single Use,Active,04/12/2016,05/15/2018,Yes,Financial Constraints,Wellness Plan,03/26/2017,5,ON,4336,763,4,Upgraded
Jennifer Ramsey,Male,09/10/1965,59,09/16/2021,Starter Pass,Annual,Active,09/29/2022,05/17/2024,No,Injury,Wellness Plan,03/16/2025,0,ON,2109,596,5,Renewed
Morgan Mendoza,Female,06/22/1979,45,02/09/2016,Zen Trial,Monthly,Active,01/25/2017,01/24/2019,No,Health Issues,Starter Bundle,04/06/2022,1,ON,3251,729,6,Renewed
Noah Shaw,Male,06/17/2005,20,11/25/2017,Momentum Membership,Annual,Pending,07/08/2018,06/24/2019,No,Injury,Wellness Plan,11/01/2019,4,ON,4207,351,3,FirstTime
William Soto,Female,03/17/1957,68,09/26/2022,Peak Season Promo,Annual,Completed,09/26/2023,10/01/2025,Yes,,Standard Plan,06/24/2024,2,ON,3316,736,4,Reactivated
Matthew Wu MD,Male,09/07/1953,71,12/03/2015,Spring Event,Monthly,Paused,07/02/2016,03/04/2018,Yes,Health Issues,Wellness Plan,11/19/2016,0,ON,976,610,5,Upgraded
Mrs. Jenna Ramos,Female,02/04/1974,51,08/09/2019,Starter Pass,Annual,Suspended,03/17/2020,07/15/2021,No,Health Issues,Starter Bundle,02/07/2024,1,ON,4523,485,3,Gifted
Laura Stevens,Female,12/16/1986,38,08/23/2021,Flexi Access,Trial,Trialing,08/25/2022,10/19/2023,Yes,Lack of Results,Starter Bundle,10/26/2022,3,OFF,1245,420,4,Referral
Jacob Thompson,Female,08/29/1954,70,07/23/2022,Flexi Access,Monthly,Active,04/17/2023,09/23/2024,Yes,Health Issues,Starter Bundle,03/25/2025,5,ON,2970,525,7,FirstTime
Linda Brown DVM,Male,09/04/2007,17,08/17/2017,Momentum Membership,Seasonal,Active,09/06/2018,11/15/2019,Yes,Financial Constraints,Standard Plan,01/10/2025,5,OFF,2267,435,4,FirstTime
Peter Walker,Male,07/13/1996,28,11/29/2016,Starter Pass,Monthly,Active,09/28/2017,10/18/2019,Yes,,Standard Plan,02/15/2024,0,OFF,4321,750,4,FirstTime
Derrick Forbes,Male,03/12/1974,51,04/02/2022,Peak Season Promo,Annual,Active,03/24/2023,02/12/2025,No,Health Issues,Infinity Pass,01/03/2025,0,ON,4768,691,4,Reactivated
Nicole Maynard,Male,08/03/1976,48,06/11/2019,Starter Pass,Premium,Inactive,01/13/2020,12/31/2020,No,Relocation,Standard Plan,10/19/2021,5,ON,5847,353,6,Reactivated
William Mathews,Male,12/24/1967,57,12/09/2016,Starter Pass,Annual,Inactive,06/12/2017,06/02/2018,Yes,Health Issues,Standard Plan,07/21/2019,4,ON,5103,355,3,Gifted
Samantha Cook,Female,02/27/2007,18,11/09/2020,Momentum Membership,Annual,Inactive,05/27/2021,06/23/2023,Yes,Health Issues,Standard Plan,06/10/2021,2,ON,5404,757,4,Upgraded
Tracy Hayes,Male,05/25/1974,51,06/11/2015,Wellness Bundle,Annual,Active,01/02/2016,05/02/2017,Yes,Health Issues,Starter Bundle,08/28/2020,1,ON,1550,486,4,Gifted
Matthew Hester,Female,03/10/1947,78,08/02/2020,Momentum Membership,Monthly,Inactive,07/05/2021,05/04/2023,No,Financial Constraints,Starter Bundle,06/14/2024,5,ON,5242,668,3,FirstTime
Autumn Davis,Female,11/13/1984,40,01/29/2025,Starter Pass,Annual,Paused,01/17/2026,06/12/2027,Yes,Financial Constraints,Flexi Tier,01/17/2026,3,ON,5818,511,5,FirstTime
Elizabeth Sanchez,Female,08/08/2000,24,11/28/2020,Peak Season Promo,Annual,Active,12/15/2021,03/20/2023,Yes,Financial Constraints,Flexi Tier,03/19/2023,1,ON,3339,460,7,FirstTime
Edward Bailey,Female,04/07/1958,67,08/12/2025,Momentum Membership,Annual,Active,05/02/2026,02/16/2028,Yes,Relocation,Starter Bundle,05/02/2026,5,ON,1934,655,5,Upgraded
Tonya Sanchez,Male,09/12/2009,15,09/06/2018,Starter Pass,Annual,Completed,07/23/2019,03/13/2021,Yes,Relocation,Premium Pass,12/01/2023,4,ON,4114,599,5,Renewed
Misty Thompson,Female,08/18/1990,34,02/01/2016,Spring Event,Monthly,Trialing,12/29/2016,10/02/2018,Yes,,Standard Plan,12/02/2017,1,OFF,2607,642,6,Upgraded
Christopher Gould,Female,02/15/1993,32,01/31/2018,Peak Season Promo,Annual,Active,10/09/2018,11/21/2019,Yes,Relocation,Premium Pass,02/23/2022,5,OFF,1884,408,6,Reactivated
Randy Larson,Female,11/15/1990,34,12/22/2018,Flexi Access,Monthly,Trialing,06/25/2019,07/30/2020,Yes,Relocation,Standard Plan,08/18/2023,0,ON,3793,401,5,FirstTime
Lisa Sweeney,Female,06/28/1964,60,03/23/2022,Momentum Membership,Monthly,Active,11/12/2022,12/17/2023,Yes,Financial Constraints,Standard Plan,05/13/2023,4,OFF,1474,400,5,Upgraded
Kaitlin Hall,Female,02/02/1995,30,08/03/2018,Momentum Membership,Monthly,Active,05/15/2019,07/14/2021,Yes,Schedule Conflicts,Standard Plan,09/26/2019,0,ON,3359,791,7,Renewed
Isaac Patel,Male,03/09/1991,34,11/27/2019,Momentum Membership,Annual,Suspended,08/26/2020,03/15/2022,Yes,Relocation,Infinity Pass,12/17/2024,0,ON,1936,566,7,Referral
Craig Williams,Female,08/28/1992,32,11/11/2015,Starter Pass,Annual,Paused,10/01/2016,09/09/2017,Yes,Injury,Standard Plan,01/26/2020,1,OFF,834,343,3,FirstTime
Cindy Parker,Male,12/06/2003,21,01/15/2018,Momentum Membership,Single Use,Active,07/20/2018,08/28/2019,No,Financial Constraints,Standard Plan,12/02/2023,5,ON,5311,404,3,Reactivated
Cheryl Foster,Male,09/27/1970,54,08/02/2025,Gold Promo,Annual,Trialing,04/07/2026,06/30/2027,Yes,,Flexi Tier,04/07/2026,0,ON,1956,449,3,Reactivated
Melissa Lucero,Female,02/06/1976,49,06/11/2021,Momentum Membership,Annual,Active,01/05/2022,09/09/2023,No,Health Issues,Wellness Plan,05/20/2024,5,ON,5921,612,3,Upgraded
Cynthia Chen,Female,06/23/1960,64,12/05/2015,Monthly Plus,Monthly,Active,09/07/2016,01/10/2018,No,Lack of Results,Standard Plan,12/14/2016,4,ON,3784,490,6,Referral
Mrs. Ellen Riley,Male,08/09/1999,25,05/19/2020,Monthly Plus,Annual,Inactive,12/20/2020,07/03/2022,Yes,Injury,Premium Pass,04/18/2023,3,ON,5176,560,7,Transferred
Jared Blevins,Male,06/17/2002,23,04/27/2025,Starter Pass,Monthly,Inactive,04/30/2026,09/30/2027,Yes,,Standard Plan,04/30/2026,0,ON,1132,518,7,Upgraded
Shannon Juarez,Male,05/08/1994,31,05/22/2016,Starter Pass,Single Use,Active,02/03/2017,04/02/2018,Yes,Lack of Results,Starter Bundle,01/28/2022,4,ON,1974,423,6,Gifted
Jamie Mckinney,Female,03/11/1982,43,05/04/2022,Annual Flex,Trial,Inactive,11/02/2022,07/26/2024,No,,Standard Plan,09/20/2023,4,OFF,3936,632,4,Renewed
Willie Phillips,Female,12/29/1946,78,04/19/2016,Starter Pass,Monthly,Active,12/16/2016,04/12/2018,Yes,Injury,Standard Plan,03/30/2021,4,ON,4892,482,4,Upgraded
Nicole Davis,Female,07/15/1985,39,01/09/2024,Flexi Access,Monthly,Trialing,11/26/2024,01/16/2027,No,Schedule Conflicts,Premium Pass,01/15/2025,5,OFF,5747,781,6,Renewed
Dennis Lewis,Female,06/01/1999,26,04/22/2019,Momentum Membership,Monthly,Guest,02/24/2020,04/10/2021,Yes,Relocation,Wellness Plan,11/02/2021,3,ON,3590,411,4,Referral
Amber Guzman,Female,12/22/1994,30,03/30/2015,Momentum Membership,Annual,Active,12/27/2015,07/16/2017,Yes,,Flexi Tier,03/23/2022,1,OFF,5028,567,5,FirstTime
Amy Riley,Male,11/29/1976,48,06/27/2016,Momentum Membership,Seasonal,Active,07/13/2017,11/08/2018,No,Financial Constraints,Standard Plan,08/14/2021,0,ON,2556,483,3,FirstTime
Shaun Davis,Male,12/15/1958,66,04/26/2018,Starter Pass,Monthly,Inactive,01/18/2019,03/24/2021,Yes,Health Issues,Standard Plan,03/31/2020,0,ON,3109,796,3,FirstTime
Chris Vargas,Female,01/06/2006,19,10/21/2024,Gold Promo,Annual,Active,09/10/2025,08/26/2026,Yes,,Standard Plan,09/10/2025,5,ON,5962,350,4,FirstTime
Samantha Larson,Female,05/04/1978,47,09/13/2018,Starter Pass,Single Use,Active,09/06/2019,08/15/2020,Yes,Lack of Results,Starter Bundle,06/26/2020,5,OFF,1769,344,4,Reactivated
Jacob Smith,Male,09/18/1999,25,09/07/2025,Flexi Access,Monthly,Active,08/18/2026,04/12/2028,Yes,,Premium Pass,08/18/2026,5,ON,2282,603,5,Renewed
Vanessa Howell,Female,10/25/1988,36,08/28/2025,Starter Pass,Annual,Completed,04/13/2026,04/29/2028,No,Health Issues,Standard Plan,04/13/2026,0,ON,4918,747,7,FirstTime
Jeffery Hamilton DVM,Male,08/12/2006,18,04/09/2025,Annual Flex,Annual,Active,04/25/2026,08/03/2027,Yes,Health Issues,Standard Plan,04/25/2026,1,ON,2131,465,7,Upgraded
Jasmine Johnson,Male,06/16/1949,76,08/17/2025,Starter Pass,Monthly,Active,02/20/2026,04/14/2027,Yes,Health Issues,Legacy Plan,02/20/2026,3,ON,4029,418,5,Renewed
Walter Johnson,Female,12/07/1960,64,01/02/2017,Peak Season Promo,Monthly,Completed,12/09/2017,11/17/2018,No,Injury,Wellness Plan,10/21/2023,5,ON,2093,343,4,Upgraded
William Nelson,Male,09/07/2001,23,10/06/2020,Flexi Access,Seasonal,Suspended,07/02/2021,04/17/2023,Yes,Lack of Results,Flexi Tier,02/24/2022,4,ON,1231,654,4,Reactivated
Robert Mack,Female,10/18/1972,52,02/07/2015,Annual Flex,Annual,Active,12/07/2015,02/02/2018,Yes,Relocation,Standard Plan,01/08/2018,3,OFF,2667,788,6,Upgraded
Denise Hardin,Other,03/14/1953,72,04/22/2019,Momentum Membership,Monthly,Active,12/03/2019,10/07/2021,Yes,Relocation,Flexi Tier,12/30/2023,4,ON,5187,674,4,Reactivated
Katherine Gonzalez,Female,07/22/1972,52,01/01/2016,Momentum Membership,Trial,Active,08/18/2016,12/04/2017,No,Personal Reasons,Premium Pass,12/05/2020,0,ON,824,473,7,Renewed
Barbara Odom,Female,02/25/1952,73,11/10/2025,Starter Pass,Annual,Active,10/29/2026,08/30/2028,No,Schedule Conflicts,Standard Plan,10/29/2026,1,ON,1390,671,5,Renewed
Mark Rios,Female,10/16/1962,62,11/22/2022,Wellness Bundle,Monthly,Active,11/04/2023,02/18/2025,Yes,,Standard Plan,12/19/2023,0,ON,550,472,6,FirstTime
Olivia Wells,Non-binary,01/05/1986,39,04/29/2022,Starter Pass,Annual,Guest,12/04/2022,06/03/2024,Yes,Relocation,Flexi Tier,03/12/2025,1,OFF,3294,547,6,FirstTime
James Esparza,Male,04/19/1993,32,01/13/2018,Momentum Membership,Annual,Active,11/03/2018,01/16/2020,Yes,Found Alternative,Standard Plan,01/16/2025,1,ON,2934,439,7,Reactivated
Amber Lin,Female,01/13/2003,22,04/24/2020,Flexi Access,Annual,Suspended,05/01/2021,09/11/2022,Yes,Financial Constraints,Flexi Tier,01/12/2025,3,OFF,1112,498,5,Gifted
John Butler,Female,10/07/1960,64,05/12/2021,Starter Pass,Trial,Inactive,05/07/2022,03/14/2024,Yes,Schedule Conflicts,Standard Plan,12/20/2022,2,ON,3568,677,3,FirstTime
Alicia Randall,Male,07/11/2007,17,04/15/2016,Momentum Membership,Annual,Pending,11/26/2016,02/27/2018,Yes,Lack of Results,Standard Plan,08/03/2022,0,ON,1392,458,6,Renewed
Kimberly Harris,Female,06/16/1969,56,12/12/2015,Momentum Membership,Annual,Trialing,11/12/2016,01/08/2018,No,,Wellness Plan,04/22/2022,3,ON,1057,422,3,FirstTime
Wanda Wu,Male,05/13/1971,54,06/29/2015,Peak Season Promo,Trial,Paused,06/23/2016,04/01/2018,No,,Flexi Tier,08/19/2021,5,ON,2866,647,5,Renewed
Joseph Rodriguez,Male,08/27/2009,15,08/07/2021,Momentum Membership,Monthly,Inactive,07/26/2022,08/15/2024,No,Health Issues,Standard Plan,01/26/2024,2,ON,2844,751,4,Reactivated
Samantha Robinson,Male,11/01/1950,74,11/18/2018,Peak Season Promo,Trial,Paused,08/29/2019,03/12/2021,Yes,Personal Reasons,Standard Plan,06/29/2023,0,OFF,4468,561,6,Renewed
James Clark,Female,09/20/1993,31,02/24/2023,Starter Pass,Monthly,Inactive,02/11/2024,07/20/2025,Yes,,Infinity Pass,01/09/2025,4,ON,5584,525,3,Reactivated
Victoria Rios,Male,12/15/1964,60,04/24/2021,Momentum Membership,Annual,Active,01/18/2022,11/17/2023,No,Schedule Conflicts,Premium Pass,02/19/2024,5,ON,5651,668,6,FirstTime
Cameron Smith MD,Female,08/30/2003,21,11/25/2019,Starter Pass,Annual,Trialing,09/03/2020,01/17/2022,Yes,,Standard Plan,08/15/2021,4,OFF,4021,501,3,Reactivated
Craig Harris,Female,09/01/1947,77,01/03/2017,Gold Promo,Monthly,Active,07/14/2017,08/07/2018,No,,Premium Pass,11/22/2023,1,ON,5720,389,4,Renewed
Alyssa Robinson,Female,06/29/1986,38,10/29/2023,Momentum Membership,Basic,Active,09/29/2024,11/27/2025,Yes,Facility Dissatisfaction,Standard Plan,05/18/2025,2,ON,2378,424,6,FirstTime
Jeffrey Thompson,Female,02/17/1997,28,01/30/2015,Starter Pass,Single Use,Paused,08/19/2015,08/10/2016,Yes,Found Alternative,Standard Plan,06/15/2019,4,ON,5619,357,3,FirstTime
Kristina Harmon DDS,Female,07/14/1965,59,04/08/2017,Wellness Bundle,Monthly,Inactive,10/15/2017,11/01/2018,No,Health Issues,Legacy Plan,02/29/2020,2,ON,1352,382,6,Reactivated
Kimberly Lin,Male,04/20/2008,17,04/11/2024,Flexi Access,Annual,Active,10/13/2024,12/27/2025,Yes,Schedule Conflicts,Premium Pass,01/18/2025,3,ON,4482,440,3,Upgraded
Amanda Jenkins,Female,01/09/1965,60,04/04/2018,Starter Pass,Trial,Active,11/18/2018,10/14/2020,Yes,Personal Reasons,Standard Plan,11/28/2023,2,ON,2873,696,6,Renewed
Erica Jarvis,Female,05/03/1981,44,05/09/2019,Peak Season Promo,Annual,Paused,02/16/2020,04/07/2021,Yes,Health Issues,Flexi Tier,01/25/2024,4,OFF,753,416,6,Renewed
Nicholas Martin,Female,10/27/1951,73,04/09/2025,Peak Season Promo,Annual,Inactive,04/12/2026,12/24/2027,No,,Standard Plan,04/12/2026,3,ON,2069,621,4,Reactivated
Stephanie Fowler,Female,11/18/1963,61,07/29/2024,Flexi Access,Annual,Paused,08/31/2025,04/17/2027,Yes,Relocation,Wellness Plan,08/31/2025,2,ON,4887,594,3,Renewed
Tiffany Roberts,Female,10/11/1974,50,03/24/2022,Peak Season Promo,Single Use,Active,10/09/2022,08/10/2023,No,Health Issues,Standard Plan,12/19/2022,3,ON,5968,305,4,Upgraded
Christine Gonzalez,Non-binary,09/25/1950,74,07/07/2015,Wellness Bundle,Annual,Suspended,05/14/2016,05/30/2018,Yes,Facility Dissatisfaction,Standard Plan,06/07/2023,5,ON,4667,746,5,Upgraded
Jose Parsons,Male,11/17/1951,73,10/28/2015,Starter Pass,Monthly,Paused,04/28/2016,09/13/2017,Yes,Health Issues,Standard Plan,02/26/2022,2,ON,5818,503,4,Upgraded
Randy Jimenez,Female,04/13/1950,75,12/26/2015,Starter Pass,Annual,Active,08/03/2016,06/23/2018,Yes,Relocation,Infinity Pass,11/14/2021,2,ON,4850,689,3,Referral
Megan Ward,Male,03/02/1990,35,10/27/2021,Starter Pass,Monthly,Active,06/19/2022,08/17/2024,Yes,,Standard Plan,09/23/2023,1,ON,3176,790,3,Renewed
Sandra Rhodes,Male,03/18/1950,75,09/06/2017,Momentum Membership,Single Use,Inactive,06/21/2018,08/03/2019,Yes,Facility Dissatisfaction,Standard Plan,01/01/2021,1,ON,2304,408,4,FirstTime
Shaun Williams,Male,10/11/2000,24,11/25/2017,Starter Pass,Annual,Active,11/18/2018,11/22/2019,Yes,,Standard Plan,12/06/2021,1,ON,2801,369,4,Transferred
David Lawrence,Male,09/03/1990,34,05/12/2020,Peak Season Promo,Monthly,Active,11/12/2020,12/13/2022,No,Relocation,Wellness Plan,06/19/2022,0,ON,3449,761,6,FirstTime
Megan Schmidt,Male,08/16/1947,77,11/19/2019,Peak Season Promo,Annual,Completed,06/04/2020,02/19/2022,Yes,Injury,Standard Plan,07/12/2021,4,OFF,5071,625,3,Transferred
Thomas Fernandez,Female,08/28/2009,15,02/14/2018,Momentum Membership,Annual,Inactive,09/14/2018,02/03/2020,Yes,Relocation,Infinity Pass,05/15/2024,1,ON,1033,507,4,Renewed
Dr. Lee Fuentes,Female,09/25/1986,38,01/24/2017,Starter Pass,Single Use,Guest,09/09/2017,11/17/2018,Yes,Relocation,Standard Plan,05/17/2023,5,ON,5116,434,6,FirstTime
Alexander Chavez,Male,11/16/1980,44,11/21/2016,Momentum Membership,Seasonal,Inactive,06/21/2017,02/12/2019,Yes,Relocation,Standard Plan,04/24/2021,4,ON,5677,601,3,Upgraded
Anthony Coffey,Female,11/24/1958,66,11/10/2017,Starter Pass,Monthly,Active,09/26/2018,03/22/2020,Yes,,Standard Plan,03/28/2020,1,ON,3410,543,6,Gifted
Marvin Torres,Male,11/08/1996,28,04/10/2022,Wellness Bundle,Trial,Active,01/31/2023,05/24/2024,No,,Flexi Tier,10/20/2023,5,ON,1320,479,4,Renewed
Joyce Meyer,Male,07/22/1968,56,05/31/2025,Starter Pass,Trial,Active,04/13/2026,07/11/2027,Yes,Financial Constraints,Flexi Tier,04/13/2026,0,ON,4638,454,3,FirstTime
Colin Proctor,Male,01/28/2007,18,06/20/2025,Momentum Membership,Annual,Inactive,04/18/2026,03/05/2027,Yes,Health Issues,Wellness Plan,04/18/2026,3,ON,4733,321,4,Upgraded
Matthew Glass,Female,06/24/1992,32,10/02/2024,Starter Pass,Annual,Active,07/22/2025,09/10/2026,No,Found Alternative,Wellness Plan,07/22/2025,3,ON,848,415,7,FirstTime
Benjamin Garcia,Female,06/04/1946,79,07/16/2020,Starter Pass,Annual,Suspended,01/28/2021,08/30/2022,Yes,,Standard Plan,01/19/2022,3,ON,1698,579,6,FirstTime
Angela Johns,Female,09/04/1991,33,03/19/2022,Momentum Membership,Monthly,Guest,04/17/2023,03/01/2024,Yes,Lack of Results,Premium Pass,01/12/2024,5,ON,3858,319,3,Reactivated
Kayla Howard,Female,08/25/1945,79,06/06/2024,Wellness Bundle,Annual,Inactive,03/27/2025,11/10/2026,No,,Premium Pass,04/25/2025,5,ON,4947,593,6,FirstTime
Samuel Sheppard,Male,10/29/1992,32,05/05/2020,Starter Pass,Basic,Paused,05/26/2021,08/10/2022,Yes,Relocation,Standard Plan,06/13/2021,4,OFF,3278,441,3,Transferred
David Schaefer,Male,04/13/1954,71,08/01/2024,Wellness Bundle,Monthly,Active,06/30/2025,05/27/2026,Yes,Injury,Standard Plan,06/30/2025,4,OFF,4880,331,7,Upgraded
Diane Nguyen,Non-binary,01/16/1946,79,07/25/2025,Annual Flex,Trial,Inactive,01/24/2026,01/03/2028,No,Facility Dissatisfaction,Flexi Tier,01/24/2026,5,OFF,877,709,6,Reactivated
Melissa Cruz,Male,03/10/1966,59,07/19/2025,Momentum Membership,Annual,Active,02/27/2026,02/22/2028,Yes,Financial Constraints,Standard Plan,02/27/2026,2,ON,2307,725,5,Renewed
Blake Adams,Male,07/03/1966,58,07/14/2019,Flexi Access,Basic,Inactive,08/04/2020,10/07/2022,Yes,Facility Dissatisfaction,Standard Plan,06/25/2021,1,ON,5257,794,5,Referral
Michelle Schwartz,Female,05/21/2006,19,08/03/2018,Spring Event,Annual,Active,09/03/2019,12/26/2020,Yes,,Flexi Tier,06/22/2022,3,ON,2428,480,7,Reactivated
Jill Brown,Female,03/06/1993,32,03/03/2022,Momentum Membership,Annual,Guest,10/27/2022,11/17/2023,No,Financial Constraints,Standard Plan,07/05/2023,4,ON,5544,386,5,FirstTime
Mary Martinez,Male,02/13/2000,25,01/07/2022,Starter Pass,Monthly,Active,09/15/2022,11/02/2024,Yes,Financial Constraints,Starter Bundle,12/08/2023,4,ON,1963,779,4,Reactivated
Jon Reynolds,Male,12/18/1954,70,05/14/2015,Starter Pass,Annual,Active,04/03/2016,05/18/2018,Yes,Injury,Standard Plan,04/13/2023,3,ON,1571,775,4,FirstTime
Elizabeth Montes,Non-binary,09/09/1952,72,01/06/2022,Peak Season Promo,Single Use,Active,01/10/2023,06/18/2024,No,Facility Dissatisfaction,Standard Plan,08/02/2023,1,ON,3168,525,4,FirstTime
Amanda Sullivan,Male,09/27/1955,69,02/26/2018,Peak Season Promo,Monthly,Active,03/14/2019,09/16/2020,No,,Premium Pass,05/19/2024,3,OFF,4426,552,6,Transferred
Tara Jenkins,Female,10/12/1967,57,02/15/2025,Wellness Bundle,Annual,Active,12/04/2025,04/22/2027,Yes,Injury,Starter Bundle,12/04/2025,0,ON,3836,504,6,Transferred
Robert Gutierrez,Female,06/18/1950,75,07/02/2022,Zen Trial,Trial,Active,03/10/2023,03/25/2024,Yes,Personal Reasons,Velocity Tier,02/10/2024,5,ON,4120,381,6,Upgraded
Brandon Park,Female,12/06/1991,33,05/11/2016,Momentum Membership,Trial,Inactive,12/31/2016,02/18/2018,Yes,Relocation,Standard Plan,11/28/2023,1,ON,2507,414,3,Renewed
Austin Mckinney,Female,11/28/1986,38,07/10/2023,Flexi Access,Flex Plan,Guest,03/22/2024,03/31/2026,Yes,Health Issues,Premium Pass,10/09/2024,0,ON,1114,739,5,Referral
Barbara Gibson,Male,10/01/1959,65,12/23/2019,Gold Promo,Trial,Pending,09/13/2020,09/24/2022,Yes,Financial Constraints,Flexi Tier,08/23/2023,2,OFF,2562,741,6,Upgraded
Jacob Benitez,Male,02/28/1999,26,06/20/2017,Zen Trial,Annual,Inactive,03/02/2018,03/22/2020,No,Facility Dissatisfaction,Flexi Tier,04/15/2023,5,ON,4749,751,6,Renewed
Chelsea Kelley,Female,10/13/1987,37,10/27/2018,Starter Pass,Seasonal,Inactive,05/18/2019,07/09/2020,Yes,,Standard Plan,01/14/2023,1,ON,5832,418,7,Upgraded
